Geschäftsnummer,Ausstellungsdatum,Bestimmungsland,Güterart,Geschäftsart,EKN,Wert [CHF]
8004577,21.09.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML15.b,166000
8004200,21.09.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",265000
8004597,21.09.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,6A005.a6a,184667
8004601,21.09.2015,Italien,Besondere militärische Güter,Ausfuhr,ML13,100
8004595,21.09.2015,Ungarn,Besondere militärische Güter,Ausfuhr,ML04,37500
8004607,22.09.2015,Türkei,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",279000
8004608,22.09.2015,Türkei,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",264000
8004609,22.09.2015,Türkei,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",306000
8004611,22.09.2015,Singapur,Dual Use Güter,Ausfuhr,1C231,4250
8004612,22.09.2015,Litauen,Dual Use Güter,Ausfuhr,1C231,2350
8004626,22.09.2015,Vereinigte Arabische Emirate,National kontrollierte Güter,Ausfuhr,5.1,4500
8004625,22.09.2015,Iran,National kontrollierte Güter,Ausfuhr,5.1,2237.98
8004625,22.09.2015,Iran,National kontrollierte Güter,Ausfuhr,5.1,12460.5
8004618,22.09.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B001.a,260000
8004624,22.09.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B001.a,154612
8004631,22.09.2015,Belarus,Dual Use Güter,Ausfuhr,2B350.i3,4000
8004631,22.09.2015,Belarus,Dual Use Güter,Ausfuhr,2B350.d3,3200
8004631,22.09.2015,Belarus,Dual Use Güter,Ausfuhr,2B350.g3,15930
8004546,22.09.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.i4,9482.6
8004546,22.09.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.i4,13483
8004633,22.09.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B201.a1
2B001.b2",1160000
8004638,22.09.2015,Frankreich,Dual Use Güter,Ausfuhr,5A001.f1,7125
8004568,22.09.2015,Venezuela,Dual Use Güter,Ausfuhr,3A002.g2,50679.75
8004603,23.09.2015,Frankreich,National kontrollierte Güter,Ausfuhr,5.1,250
8004645,23.09.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003,9305
8004645,23.09.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003,70
8004646,23.09.2015,Türkei,Besondere militärische Güter,Ausfuhr,ML13.a,3900
8004646,23.09.2015,Türkei,Besondere militärische Güter,Ausfuhr,ML13.a,4200
8004654,23.09.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,2670
8004654,23.09.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,1170
8004654,23.09.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,1375
8004643,23.09.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,1C231,1740
8004659,23.09.2015,Tunesien,Dual Use Güter,Ausfuhr,9A012.a,35000
8004667,24.09.2015,Indonesien,Besondere militärische Güter,Ausfuhr,ML05.b,148059
8004606,24.09.2015,Mexiko,Dual Use Güter,Ausfuhr,2B352.D,12100
8003937,24.09.2015,Indien,Dual Use Güter,Ausfuhr,2D002,9350
8004413,24.09.2015,Niederlande,Nukleargüter,Ausfuhr,0B001.b141b,113000
8004655,24.09.2015,Italien,National kontrollierte Güter,Ausfuhr,5.1,259.15
8004669,24.09.2015,Italien,Dual Use Güter,Ausfuhr,2B006.b2,87705
8004670,24.09.2015,Frankreich,Dual Use Güter,Ausfuhr,2B006.b2,63000
8004675,24.09.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b.2
2B201.a.1",257258
8004684,24.09.2015,Belarus,Dual Use Güter,Ausfuhr,2B350.g2,1697
8004687,25.09.2015,Hongkong,Dual Use Güter,Ausfuhr,3A001.a2c,32550
8004690,25.09.2015,Vereinigte Arabische Emirate,Dual Use Güter,Ausfuhr,3A001.a.6.b,921
8004702,27.09.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML15.c,13030
8004703,27.09.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML15.c,6420
8004453,28.09.2015,Schweiz,Dual Use Güter,Ausfuhr,3A001,336538
8004550,28.09.2015,"China, Taiwan","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b.2
2B201.a.1",349853
8004686,28.09.2015,Vereinigte Staaten von Amerika,National kontrollierte Güter,Ausfuhr,5.1,250
8004686,28.09.2015,Vereinigte Staaten von Amerika,National kontrollierte Güter,Ausfuhr,5.1,1100
8004692,28.09.2015,Deutschland,Dual Use Güter,Ausfuhr,2B001.a,85493
8004714,28.09.2015,Deutschland,Dual Use Güter,Ausfuhr,3A225,2462.22
8004715,28.09.2015,Deutschland,Dual Use Güter,Ausfuhr,3A225,1425.88
8004717,28.09.2015,Deutschland,Dual Use Güter,Ausfuhr,3A225,1069.41
8004716,28.09.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2B201.b1,143500
8004718,28.09.2015,Philippinen,Dual Use Güter,Ausfuhr,2B201.b1,370000
8004711,29.09.2015,Brasilien,Dual Use Güter,Ausfuhr,1B118.a,26150
8004721,29.09.2015,Frankreich,National kontrollierte Güter,Ausfuhr,5.1,100
8004728,29.09.2015,Deutschland,Dual Use Güter,Ausfuhr,3A225,1425.9
8004729,30.09.2015,Slowakische Republik,Dual Use Güter,Ausfuhr,3A228.c,5916
8004465,30.09.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B201.a,272632
8004734,30.09.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,8739.5
8004735,30.09.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A228.c,11520
8004740,30.09.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2D002,8366.6
8004737,30.09.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2D002,5525.3
8004605,30.09.2015,Grossbritannien,Nukleargüter,Ausfuhr,0B001.b141b,135000
8004744,30.09.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2.b3
2B201.a",666960
8004756,30.09.2015,Indien,Dual Use Güter,Ausfuhr,2B201.b,391906
8004749,30.09.2015,Ghana,"Dual Use Güter
Dual Use Güter",Ausfuhr,"5A002.a1
5D002.c1",159333
8004765,01.10.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A001.a2c,205000
8004764,01.10.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A001.a2c,139000
8004763,01.10.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A001.a5a2,150000
8004736,01.10.2015,Indien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"5B001.a
5b001.a",763876
8004738,01.10.2015,Thailand,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.c2
2B201.b2",313055
8004767,01.10.2015,Italien,Dual Use Güter,Ausfuhr,2B350.g2,83000
8004760,01.10.2015,Luxemburg,National kontrollierte Güter,Ausfuhr,5.1,240.65
8004777,01.10.2015,Thailand,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.c
2B201.b",313055
8003989,02.10.2015,Pakistan,Dual Use Güter,Ausfuhr,5A001.f3.a,1099332
8003996,02.10.2015,Pakistan,Dual Use Güter,Ausfuhr,5A001.f3.a,983987
8003990,02.10.2015,Pakistan,Dual Use Güter,Ausfuhr,5A001.f3.a,550185
8004780,02.10.2015,Afghanistan,Besondere militärische Güter,Ausfuhr,ML10.a,35165.47
8004781,02.10.2015,Afghanistan,Besondere militärische Güter,Ausfuhr,ML10.a,35165.47
8004784,02.10.2015,Marokko,National kontrollierte Güter,Ausfuhr,5.2,265000
8004786,03.10.2015,Algerien,Dual Use Güter,Ausfuhr,3A225,408
8004791,03.10.2015,Marokko,Dual Use Güter,Ausfuhr,7A103.a,500000
8004778,03.10.2015,Vereinigte Arabische Emirate,Dual Use Güter,Ausfuhr,5D002,0
8004778,03.10.2015,Vereinigte Arabische Emirate,Dual Use Güter,Ausfuhr,5D002,0
8004793,03.10.2015,"China, Volksrepublik",National kontrollierte Güter,Ausfuhr,5.1,9125
8004793,03.10.2015,"China, Volksrepublik",National kontrollierte Güter,Ausfuhr,5.1,2405
8004793,03.10.2015,"China, Volksrepublik",National kontrollierte Güter,Ausfuhr,5.1,12910
8004793,03.10.2015,"China, Volksrepublik",National kontrollierte Güter,Ausfuhr,5.1,10612
8004789,03.10.2015,Indien,Dual Use Güter,Ausfuhr,2B201.b1,669507
8004673,05.10.2015,Türkei,Besondere militärische Güter,Ausfuhr,ML13.a,425000
8004724,05.10.2015,Thailand,Dual Use Güter,Ausfuhr,5D002,0
8004745,05.10.2015,Belarus,Dual Use Güter,Ausfuhr,5A002.a1,9729
8003828,05.10.2015,Kuwait,Dual Use Güter,Ausfuhr,5E002.a,83780
8003828,05.10.2015,Kuwait,Dual Use Güter,Ausfuhr,5E002.a,18000
8003828,05.10.2015,Kuwait,Dual Use Güter,Ausfuhr,5E002.a,21270
8004812,05.10.2015,Indonesien,Dual Use Güter,Ausfuhr,9A012,90000
8004678,05.10.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g,18223
8004678,05.10.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g,1132
8004678,05.10.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g,6263
8004683,05.10.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g2,2041
8004806,06.10.2015,Indien,Dual Use Güter,Ausfuhr,2B001.b3,800000
8004803,06.10.2015,Deutschland,Dual Use Güter,Ausfuhr,2B001,361910.42
8004817,06.10.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,6A005.B.6.A,200000
8004801,06.10.2015,Thailand,Dual Use Güter,Ausfuhr,3A002.g2,47447
8004814,06.10.2015,Belarus,Dual Use Güter,Ausfuhr,2B350.d3,41780.81
8004799,06.10.2015,Deutschland,Dual Use Güter,Ausfuhr,3A225,2446.41
8004824,06.10.2015,Slowakische Republik,Dual Use Güter,Ausfuhr,2B201.b1,354944
8004827,06.10.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,1596
8004829,06.10.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B001.a,683514
8004835,06.10.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B001.a,250000
8004833,06.10.2015,Deutschland,Dual Use Güter,Ausfuhr,3A225,1776.48
8004825,06.10.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2B001.a,276880
8004836,06.10.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B001.a,236000
8004838,07.10.2015,Vietnam,Besondere militärische Güter,Ausfuhr,ML05.b,247625
8004841,07.10.2015,Kanada,National kontrollierte Güter,Ausfuhr,5.1,800
8004844,07.10.2015,"China, Volksrepublik",National kontrollierte Güter,Ausfuhr,5.1,483
8004844,07.10.2015,"China, Volksrepublik",National kontrollierte Güter,Ausfuhr,5.1,1720
8004844,07.10.2015,"China, Volksrepublik",National kontrollierte Güter,Ausfuhr,5.1,765
